Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date
Task,WMSF-202,10399,Xây dựng luồng mở Camera quét mã vạch kiểm tra Sản phẩm cần cất,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:47 PM,08/May/26 10:12 AM,
Task,WMSF-201,10398,Tích hợp Pull to Refresh để cập nhật danh sách phiếu trên màn hình Home,Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,To Do,,19/Apr/26 7:47 PM,27/May/26 6:04 PM,
Task,WMSF-200,10397,Dựng giao diện màn hình Home Mobile hiển thị phiếu nhập QC_Checked,Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,To Do,,19/Apr/26 7:47 PM,27/May/26 6:03 PM,
Task,WMSF-199,10396,Viết logic API Xử lý cất hàng (Cộng tồn kho an toàn tại vị trí tương ứng),,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:47 PM,08/May/26 10:12 AM,
Task,WMSF-198,10395,Cấu hình Concurrency Token trong Entity Framework cho bảng Tồn kho,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:46 PM,01/Jun/26 9:25 AM,
Task,WMSF-197,10394,"Viết API Duyệt kết quả OCR, lưu DB và chuyển trạng thái phiếu sang QC_Checked",Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:45 PM,24/May/26 9:22 PM,
Task,WMSF-196,10393,Viết luồng Upload ảnh gửi lên Gemini API và hiển thị kết quả OCR chờ duyệt,dung nguyentien,712020:1603fac4-982b-4df2-b1d2-dd62fc18f3f7,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:45 PM,24/May/26 9:22 PM,
Task,WMSF-195,10392,"Dựng UI Split View (trái hiển thị ảnh hóa đơn, phải là form kết quả)",,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:45 PM,08/May/26 10:12 AM,
Task,WMSF-194,10391,Dựng màn hình danh sách quản lý các Phiếu nhập kho trên Web,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:45 PM,08/May/26 10:12 AM,
Task,WMSF-193,10390,Dựng giao diện thêm mới Phiếu nhập thủ công trên Web Admin,dung nguyentien,712020:1603fac4-982b-4df2-b1d2-dd62fc18f3f7,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:44 PM,25/May/26 9:54 AM,
Task,WMSF-192,10389,Viết logic parse chuỗi JSON từ Gemini thành Object chi tiết phiếu nhập,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:44 PM,17/May/26 5:31 PM,
Task,WMSF-191,10388,Setup HTTP Client gọi Gemini API với Prompt bóc tách hóa đơn,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:44 PM,17/May/26 5:31 PM,
Task,WMSF-190,10387,Khởi tạo DTO và viết API Lập phiếu Nhập kho với trạng thái Draft,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:44 PM,08/May/26 10:12 AM,
Task,WMSF-189,10386,"Dựng màn hình danh sách Sản phẩm và tích hợp nút ""In Barcode"" tải file PDF trên Web Admin",dung nguyentien,712020:1603fac4-982b-4df2-b1d2-dd62fc18f3f7,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:43 PM,27/May/26 5:40 PM,
Task,WMSF-188,10385,Viết Service render mã Barcode thành file PDF bằng thư viện,Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:42 PM,15/May/26 4:36 PM,
Task,WMSF-187,10384,Bổ sung API Upload ảnh sản phẩm lên Backend,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:42 PM,10/May/26 4:37 PM,
Task,WMSF-186,10383,"Viết API CRUD cho Sản phẩm (Tên, SKU, Đơn vị tính)",,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:42 PM,08/May/26 10:11 AM,
Task,WMSF-185,10382,Dựng màn hình Quản lý Khu vực (Zone) theo dạng lưới bên trong từng Kho,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:42 PM,08/May/26 10:11 AM,
Task,WMSF-184,10381,Dựng màn hình Quản lý Kho trên Web (Danh sách và Form tạo mới),,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:41 PM,08/May/26 10:11 AM,
Task,WMSF-183,10380,Viết API CRUD cho thực thể Vị trí (Zone) thuộc một Kho cụ thể,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:41 PM,08/May/26 10:11 AM,
Task,WMSF-182,10379,Viết API CRUD cho thực thể Đa Kho (Warehouse),,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:41 PM,08/May/26 10:11 AM,
Task,WMSF-181,10378,Dựng form Modal thêm mới tài khoản và cập nhật vai trò (Role),,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:41 PM,08/May/26 10:11 AM,
Task,WMSF-180,10377,Dựng màn hình danh sách Nhân viên bằng bảng AntD trên Web,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:41 PM,08/May/26 10:11 AM,
Task,WMSF-179,10376,Viết API phân quyền (Gán Role) cho tài khoản Nhân viên,,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:40 PM,08/May/26 10:11 AM,
Task,WMSF-178,10375,"Viết API tạo, sửa, xóa, lấy danh sách Nhân viên (User)",,,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:40 PM,08/May/26 10:11 AM,
Task,WMSF-177,10374,Xử lý logic chặn truy cập trái phép và redirect về trang Login nếu token hết hạn,Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:39 PM,05/May/26 7:22 AM,
Task,WMSF-176,10373,Tạo component ProtectedRoute bọc các màn hình cần bảo vệ trên Web,Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:39 PM,05/May/26 7:22 AM,
Task,WMSF-175,10372,Gọi API Login: Lưu cặp Access/Refresh Token vào Expo SecureStore và viết Interceptor tự động refresh token khi lỗi 401,dung nguyentien,712020:1603fac4-982b-4df2-b1d2-dd62fc18f3f7,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:38 PM,28/Apr/26 2:08 AM,
Task,WMSF-174,10371,Dựng giao diện màn hình Đăng nhập bằng React Native trên Mobile,dung nguyentien,712020:1603fac4-982b-4df2-b1d2-dd62fc18f3f7,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:38 PM,28/Apr/26 2:08 AM,
Task,WMSF-173,10370,"Tích hợp API Login: Lưu Access Token vào bộ nhớ Zustand, lưu Refresh Token an toàn (dùng HttpOnly Cookie)",Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:38 PM,05/May/26 7:22 AM,
Task,WMSF-172,10369,Dựng form Đăng nhập kèm Validation trên Web Admin,Văn Đức Anh ,712020:90bbde8c-864f-4aa4-b84b-8d0c764d682f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:38 PM,05/May/26 7:22 AM,
Task,WMSF-171,10368,Cấu hình Global Query Filter trong DbContext lọc dữ liệu theo WarehouseId,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:37 PM,01/May/26 4:06 PM,
Task,WMSF-170,10367,"Cấu hình JWT sinh cặp Access Token (sống 15 phút) và Refresh Token (sống 7 ngày, lưu vào DB)",Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Thái Phạm Hồng,712020:7245e8df-ba9d-40c2-94a8-c7c86cbe405f,Medium,Done,Done,19/Apr/26 7:37 PM,26/Apr/26 6:45 PM,
